2604	[217, 2058, 4270, 940, 699, 987, 2805, 933, 2325, 5023, 540, 925, 926, 1247, 5840, 845, 1994, 497, 503, 502, 121, 1240, 294, 878, 3035]	25
4138	[6431, 5158, 7289, 7653, 1481, 856, 5337, 4706, 7396, 7532, 7801, 7156, 2040, 6653, 5631, 6839, 4410, 2333, 180, 5840, 7767, 7703, 7837, 8296, 7790]	0
6003	[6650, 8278, 8267, 2451, 5484, 7336, 6332, 7345, 1068, 7517, 5337, 8408, 8146, 8306, 8442, 8057, 8415, 6501, 7021, 7024, 4030, 4289, 3896, 5080, 4460]	25
6984	[5858, 3510, 3892, 3955, 2485, 307, 4030, 1601, 3152, 2387, 3743, 5023, 6521, 5758, 6591, 4038, 5445, 4715, 7024, 1883, 1867, 1882, 3682, 4963, 4064]	0
2400	[1537, 1538, 5038, 2100, 4711, 3885, 4139, 540, 497, 495, 6503, 5003, 919, 933, 462, 505, 1020, 4741, 4957, 1101, 2127, 2119, 3035, 5595, 2925]	21
3389	[5672, 1320, 2070, 925, 6033, 6218, 6216, 1570, 1820, 2510, 5929, 4899, 4652, 2423, 968, 2571, 474, 1356, 1640, 5505, 3074, 3271, 3960, 6259, 8409]	25
6279	[1362, 1068, 1083, 3790, 3433, 1829, 2193, 1413, 7336, 2721, 2218, 2843, 2354, 1674, 2127, 3547, 3175, 1355, 1482, 3662, 3023, 3053, 2934, 1005, 6898]	12
1529	[2843, 2354, 3260, 5129, 1674, 2485, 1547, 5258, 2713, 1413, 1795, 2319, 2193, 1811, 4758, 3744, 2092, 301, 686, 429, 3889, 180, 1208, 2372, 452]	20
3459	[4270, 2058, 217, 7317, 6416, 6327, 5486, 6257, 6627, 3108, 5031, 186, 464, 1873, 1091, 1109, 946, 794, 1017, 7153, 6396, 7674, 5041, 237, 3404]	7
1516	[1026, 1303, 1547, 265, 1216, 919, 121, 497, 4604, 1538, 5508, 4741, 7302, 2314, 5258, 1020, 5130, 4244, 4376, 2200, 3355, 540, 4509, 3743, 289]	3
5696	[7026, 4509, 6241, 6242, 5482, 6636, 3425, 4038, 2507, 2510, 5959, 4038, 6655, 5854, 2385, 224, 5854, 224, 5854, 224, 5854, 224, 5854, 224, 5854]	12
468	[5890, 7178, 1293, 1044, 3220, 5839, 3091, 4502, 149, 1705, 7721, 2350, 1202, 2100, 1339, 828, 1084, 972, 592, 4176, 633, 1531, 2685, 1983, 2554]	25
1594	[4509, 4787, 5482, 8074, 2770, 929, 987, 991, 1521, 1020, 1156, 310, 497, 289, 1959, 2415, 2559, 372, 1705, 3405, 3946, 3991, 4445, 4529, 5426]	4
1348	[1537, 1538, 5156, 5442, 2830, 702, 3117, 3132, 4139, 307, 2100, 3510, 2993, 4655, 1327, 1643, 3953, 3960, 4741, 4509, 1088, 1339, 6597, 2559, 975]	25
5822	[501, 3260, 3955, 2849, 2478, 5805, 5901, 1328, 5665, 1358, 976, 1524, 1714, 1438, 1000, 1891, 8157, 7338, 4238, 2713, 7603, 7024, 7503, 5225, 4344]	25
6628	[6241, 3425, 6636, 7289, 2974, 1320, 1101, 641, 4269, 3510, 5486, 3678, 3345, 6989, 1495, 2908, 3271, 3396, 4176, 2123, 3006, 3260, 310, 2559, 2152]	20
1751	[7767, 7771, 8164, 7272, 8151, 7968, 7451, 7304, 7700, 7703, 8144, 7600, 6627, 6521, 6523, 7674, 7899, 7945, 7801, 3116, 3132, 7724, 1071, 989, 1010]	13
238	[3892, 1538, 1320, 2805, 1075, 2193, 2499, 1156, 2725, 3108, 3106, 1447, 1355, 1268, 844, 1614, 1362, 3154, 1260, 2401, 5079, 3035, 1883, 2134, 214]	8
6389	[501, 2805, 4344, 636, 1247, 3171, 5225, 6634, 6635, 7532, 4716, 621, 1897, 8305, 2801, 4098, 5496, 5768, 1416, 6025, 7049, 1167, 7055, 5779, 2836]	17
803	[6501, 4326, 6504, 6634, 2228, 3972, 4505, 5907, 6591, 5632, 5512, 5896, 11, 2445, 2713, 5915, 4891, 5658, 7465, 696, 5562, 6331, 3132, 6207, 578]	25
541	[4592, 7666, 3936, 6656, 7802, 7791, 7790, 7766, 7754, 7744, 7737, 7696, 7685, 7672, 7664, 7653, 7636, 7617, 7600, 7598, 7546, 7451, 7466, 7403, 7120]	13
2231	[3960, 2659, 3892, 6249, 3885, 3970, 5023, 8233, 6636, 2100, 4102, 801, 2725, 2974, 2559, 1614, 1865, 2392, 2270, 2401, 1524, 2805, 1260, 2156, 1005]	15
3370	[2558, 1839, 919, 1524, 2291, 5665, 3972, 3727, 1083, 1072, 7610, 5063, 710, 878, 2392, 3106, 1832, 1963, 443, 1026, 265, 1921, 5669, 3875, 3236]	25
2358	[3892, 8233, 1068, 1537, 4993, 1167, 5650, 3736, 3743, 2592, 5796, 5414, 7465, 5033, 6960, 5682, 5810, 2100, 6585, 2365, 7745, 706, 2754, 4289, 1733]	25
1579	[957, 3425, 2128, 4715, 2421, 4856, 1446, 2974, 3508, 1828, 47, 495, 6643, 223, 85, 710, 1216, 3145, 2283, 2796, 1005, 505, 3196, 1021, 6778]	8
